data
1488 
943 
750 
725 
644 
701 
656 
675 
688 
623 
721 
594 
685 
761 
673 
689 
764 
650 
647 
703 
771 
708 
837 
704 
604 
754 
711 
703 
658 
682 
692 
692 
614 
642 
848 
1011 
836 
720 
694 
718 
642 
617 
691 
668 
668 
676 
612 
621 
663 
702 
698 
660 
759 
718 
654 
707 
701 
712 
943 
696 
840 
761 
771 
755 
799 
674 
733 
705 
659 
686 
693 
708 
709 
738 
607 
740 
683 
614 
701 
735 
676 
680 
757 
700 
631 
714 
644 
599 
669 
555 
635 
596 
618 
696 
774 
633 
657 
604 
634 
623 
