data
927 
739 
584 
677 
656 
585 
671 
615 
627 
660 
582 
659 
646 
585 
737 
691 
584 
626 
608 
601 
625 
585 
628 
626 
585 
625 
584 
626 
627 
584 
627 
584 
626 
627 
578 
621 
586 
624 
628 
584 
793 
795 
853 
764 
762 
803 
846 
921 
858 
587 
645 
663 
587 
718 
629 
599 
644 
585 
742 
660 
584 
634 
626 
584 
624 
584 
625 
707 
584 
679 
660 
584 
628 
586 
780 
628 
586 
624 
630 
596 
638 
638 
584 
632 
596 
689 
634 
584 
620 
626 
596 
637 
596 
638 
637 
585 
633 
624 
612 
635 
