data
1372 
1868 
1224 
851 
1200 
789 
822 
853 
868 
1061 
1130 
1042 
1026 
1055 
1393 
1451 
1145 
1060 
845 
881 
1036 
910 
1024 
979 
2034 
897 
1103 
811 
1905 
1005 
1431 
809 
1419 
784 
1387 
1119 
1433 
1427 
1138 
2013 
1446 
816 
841 
1584 
1474 
1462 
1462 
1433 
1531 
974 
1543 
913 
1696 
1810 
1117 
1094 
829 
971 
847 
1115 
1519 
889 
1145 
1426 
873 
1086 
990 
1507 
861 
1503 
1093 
1094 
1024 
1012 
1002 
984 
1052 
1136 
1063 
1665 
1676 
1191 
1105 
1033 
987 
1426 
794 
816 
1452 
1746 
835 
1437 
836 
1509 
1438 
816 
1432 
1490 
1450 
1479 
