data
5631 
5796 
3448 
3195 
2998 
8802 
5757 
3230 
3324 
3574 
3363 
3323 
3327 
3313 
3550 
3238 
3448 
3169 
3539 
4111 
3319 
3151 
3012 
3467 
3511 
3095 
3284 
4745 
5764 
4058 
3294 
3152 
3578 
3619 
4823 
3633 
3787 
3617 
3537 
3455 
4246 
4610 
3529 
4020 
3314 
3626 
3451 
3296 
3160 
3241 
4936 
3311 
3343 
3245 
3773 
3467 
3363 
3308 
3478 
4397 
4070 
4412 
3854 
3812 
4209 
3308 
3442 
3989 
3652 
4814 
4502 
6502 
5579 
4965 
5643 
3639 
3542 
3194 
3910 
7874 
13179 
8886 
11204 
12451 
9990 
9484 
3522 
3495 
4505 
4017 
3608 
4634 
6294 
8699 
5236 
5930 
3417 
3428 
3309 
3790 
