data
2140 
2013 
1239 
1157 
1115 
1138 
1320 
1287 
1218 
1297 
1228 
1130 
1098 
1153 
1467 
1734 
1257 
1093 
1184 
1120 
1185 
1140 
1126 
1144 
1145 
1130 
1089 
1293 
1186 
1281 
1151 
1277 
1137 
1186 
1231 
1042 
1143 
1194 
1086 
1075 
1100 
1241 
1357 
1178 
1137 
1119 
1205 
1306 
1248 
1170 
1183 
1160 
1410 
1125 
1080 
1563 
1322 
1708 
1187 
1551 
1115 
1060 
1341 
1286 
1674 
1145 
1357 
1133 
1242 
1339 
1448 
1191 
1310 
1220 
1134 
1426 
1142 
1166 
1159 
1104 
1062 
1267 
1238 
1663 
1225 
1206 
1297 
1105 
1118 
1107 
1211 
1078 
1093 
1093 
1175 
1210 
1324 
1257 
1068 
1110 
