data
2919 
2869 
1676 
1636 
1604 
1589 
1677 
1806 
1646 
1613 
1770 
1653 
1713 
2888 
1761 
1688 
2389 
1908 
1854 
1777 
1790 
1864 
1842 
1725 
1634 
1704 
1717 
1613 
1630 
1906 
1667 
1650 
1737 
1641 
1544 
1636 
1644 
1627 
1785 
1605 
1707 
1772 
1757 
1629 
1721 
1840 
1594 
1578 
1689 
1711 
1764 
1743 
1874 
1650 
1596 
1761 
1685 
1687 
1734 
1752 
1699 
1694 
1770 
1739 
1613 
1708 
1717 
1604 
1606 
1665 
1559 
1798 
1693 
1644 
1710 
1696 
1663 
1662 
1755 
1593 
1695 
1779 
1599 
1698 
1770 
1739 
1648 
1666 
1675 
1611 
1736 
1718 
1591 
1707 
1693 
1550 
1716 
1854 
1675 
1683 
