data
2868 
3065 
1990 
1648 
1879 
1968 
1937 
1899 
1972 
1709 
1623 
1679 
1975 
1856 
1805 
2140 
1876 
2356 
1965 
1920 
1591 
1988 
1920 
1790 
1755 
1979 
1659 
1980 
2011 
1608 
1793 
1914 
1825 
1554 
1793 
1773 
1557 
1790 
3177 
3926 
1747 
1798 
1494 
1708 
1834 
1542 
1719 
1514 
1547 
1550 
1480 
1612 
1580 
1630 
1581 
1519 
1607 
1588 
1653 
1575 
1600 
1576 
1557 
1615 
1561 
1562 
1529 
1577 
1712 
1845 
1950 
2161 
2154 
2298 
2273 
2224 
2232 
2491 
2423 
2237 
2462 
2277 
2475 
2357 
2275 
2510 
2400 
3120 
2152 
2044 
1875 
1841 
2087 
1874 
1763 
1966 
1565 
2439 
2446 
2157 
