data
3405 
2987 
1837 
1819 
1907 
1833 
1792 
2144 
2110 
1969 
1885 
1793 
1675 
1747 
1741 
1752 
1775 
1722 
1747 
1580 
1694 
1775 
1686 
1658 
1702 
1574 
1724 
1780 
1653 
1664 
1779 
1722 
1619 
1730 
1717 
1711 
1754 
1767 
1796 
1649 
2387 
4427 
3773 
3070 
1869 
1939 
1844 
1726 
1760 
1789 
1741 
2396 
1805 
1840 
1762 
1673 
1741 
1799 
1613 
1741 
1815 
1796 
1642 
1729 
1752 
1724 
2445 
2566 
1973 
1659 
1809 
1733 
1752 
2830 
1808 
1918 
1881 
1885 
2663 
1882 
1920 
1876 
1840 
1815 
1902 
1797 
1742 
1816 
1799 
1723 
1687 
2441 
1768 
1894 
2007 
2492 
1836 
1727 
1930 
1721 
