data
3063 
2931 
1931 
1820 
1976 
1766 
1733 
1888 
1874 
1947 
1904 
2413 
1757 
3032 
2090 
2041 
1813 
1797 
2065 
1992 
1961 
1998 
1942 
1814 
1880 
1828 
1904 
1764 
1802 
1926 
1814 
1670 
1798 
1821 
1932 
1923 
1935 
2373 
2009 
1988 
2053 
1943 
1970 
1888 
1915 
1924 
1878 
1700 
1724 
1874 
1877 
1941 
1930 
1704 
1815 
1879 
1756 
1932 
1681 
1735 
1825 
1793 
1916 
1741 
1855 
2599 
2011 
1989 
1881 
2603 
1773 
1871 
1908 
2004 
1905 
1741 
1827 
1757 
1825 
1795 
1926 
1922 
1957 
1891 
1806 
1700 
1947 
1883 
2112 
2013 
1975 
1809 
1898 
1912 
1705 
1740 
2000 
2020 
3116 
1933 
