data
4190 
3222 
1952 
1829 
1805 
1898 
2980 
3333 
1986 
1906 
1959 
1792 
1962 
1893 
1943 
4195 
2785 
2960 
2316 
1896 
2166 
2118 
4029 
2002 
2364 
1941 
1787 
1765 
2173 
3354 
2219 
2150 
1930 
1980 
1924 
2024 
3022 
2814 
2151 
2023 
2032 
1846 
2063 
1970 
2049 
3353 
2074 
1746 
1872 
1890 
2100 
3072 
2089 
2044 
2117 
2040 
1830 
2360 
3385 
2942 
2251 
1868 
2308 
2398 
2150 
1975 
3162 
2954 
2968 
2042 
2008 
1960 
3365 
3238 
2661 
2308 
1842 
2066 
3179 
3588 
2753 
2895 
3308 
2978 
2805 
2338 
3223 
1862 
2037 
1989 
2047 
2014 
1951 
2046 
2086 
1907 
2113 
1878 
2196 
1992 
