data
16530 
17135 
14955 
15016 
13625 
7756 
7338 
7442 
7429 
7506 
7447 
7654 
7514 
7573 
7516 
7514 
7465 
7579 
7536 
7440 
7483 
7523 
8263 
9949 
7636 
7610 
7452 
7511 
7491 
7551 
7467 
7467 
7528 
7486 
7505 
7568 
7466 
7518 
7865 
7554 
7486 
7506 
7455 
7579 
7496 
7537 
7665 
7438 
7493 
7503 
7502 
7478 
7552 
7519 
7504 
7500 
7782 
7485 
7534 
7456 
7529 
7490 
7474 
7579 
7465 
7484 
7529 
7506 
7475 
7578 
7973 
11809 
10558 
10218 
8959 
12322 
9765 
8048 
10182 
8031 
10329 
8973 
11519 
7724 
13005 
7935 
10704 
9610 
9170 
10787 
8034 
8705 
7712 
7684 
7554 
7564 
7474 
7640 
7456 
7530 
