data
8239 
6912 
7232 
5616 
8953 
6001 
5134 
7007 
7301 
4914 
6887 
5443 
7837 
5450 
5376 
7115 
4993 
13368 
7061 
6892 
6017 
6310 
6662 
6975 
5859 
5774 
5292 
6189 
6366 
5548 
6996 
5141 
8875 
5681 
5469 
7214 
5279 
5348 
7025 
5351 
5463 
6938 
5300 
5216 
6978 
5335 
8490 
11528 
7432 
8834 
7085 
7407 
5485 
7561 
5181 
9072 
6544 
5168 
7541 
5383 
5201 
6822 
5244 
5549 
6014 
5753 
6996 
7339 
5990 
7715 
7510 
9241 
5329 
6458 
5390 
5409 
6913 
6159 
6689 
9016 
7718 
7803 
6075 
6623 
6014 
5776 
8196 
5446 
6464 
6078 
5513 
7240 
11386 
6831 
5324 
8510 
5678 
12985 
11410 
6559 
