data
5751 
5185 
3184 
3002 
3283 
3230 
3300 
3224 
3133 
3281 
3580 
3193 
3336 
3342 
4422 
3298 
3190 
3274 
3280 
3340 
3269 
3187 
3307 
3310 
3114 
3294 
3339 
3275 
3143 
3075 
3148 
3295 
3323 
3204 
3395 
3348 
3595 
5542 
3455 
3539 
3832 
5698 
5916 
5533 
5548 
5102 
3626 
3618 
3512 
5201 
3893 
3571 
3541 
3549 
3593 
3679 
3473 
3409 
3475 
3482 
3585 
3288 
3618 
3561 
4917 
4108 
3836 
4649 
3493 
5606 
3726 
4105 
3691 
3310 
3340 
4060 
4902 
3588 
3406 
3755 
5877 
3832 
3264 
3613 
4965 
3787 
3412 
3448 
3835 
3546 
3774 
3570 
4433 
3790 
3674 
3286 
3500 
3694 
3789 
3389 
