data
2109 
1707 
1148 
1118 
1243 
1193 
1123 
1145 
1200 
1070 
1112 
1191 
1067 
1216 
1443 
1113 
1181 
1077 
1077 
1173 
1096 
1183 
1071 
995 
1036 
1049 
1080 
1115 
1357 
1422 
1117 
1072 
1114 
1109 
1144 
1148 
1116 
1012 
991 
1093 
975 
1077 
1053 
1094 
962 
993 
1037 
1011 
1070 
961 
1089 
1071 
1003 
1068 
1190 
1024 
1377 
990 
984 
926 
996 
930 
1039 
1008 
1041 
937 
1002 
941 
1005 
1000 
944 
931 
993 
992 
967 
973 
1052 
1014 
922 
1039 
989 
1001 
1012 
1014 
994 
943 
1017 
1039 
989 
1039 
960 
1004 
961 
997 
963 
1056 
950 
990 
1010 
1062 
