data
16518 
16488 
11502 
12376 
12408 
11556 
22222 
21818 
24496 
17948 
12863 
13087 
22028 
14268 
22159 
25697 
25487 
24122 
19056 
13405 
12792 
13985 
25324 
21354 
16813 
16213 
23914 
20256 
15183 
22759 
16759 
25968 
17397 
18831 
19606 
22307 
19035 
19969 
18716 
16492 
13750 
12379 
22583 
21873 
22561 
22243 
22055 
22007 
22380 
25568 
13898 
22917 
23706 
25135 
21981 
22084 
18841 
14277 
29898 
20502 
30994 
18148 
19315 
17480 
17742 
17600 
16293 
16666 
16669 
16628 
17061 
16943 
16735 
16777 
17297 
16789 
15893 
16763 
15900 
17038 
15287 
17376 
17088 
16260 
17162 
16142 
18244 
15332 
17008 
17436 
15747 
16426 
16484 
17494 
16690 
16209 
16655 
15893 
16633 
17231 
