data
19022 
16740 
14108 
12375 
11098 
12994 
14787 
12743 
15208 
11779 
19649 
20360 
10878 
12492 
17026 
13933 
12767 
14938 
9201 
10823 
8311 
8323 
10630 
8565 
16713 
14623 
10643 
8824 
9209 
9938 
9427 
8320 
8213 
9700 
12626 
9690 
14061 
21030 
11549 
10324 
13060 
15952 
12218 
14151 
10342 
12453 
10159 
14062 
11733 
11032 
17007 
13888 
11580 
15115 
16166 
17598 
15354 
16509 
12686 
8564 
9737 
8339 
15130 
14958 
17158 
11693 
15163 
15250 
15122 
12429 
13374 
16725 
17205 
17084 
17092 
15303 
15596 
15877 
17247 
15347 
15112 
12578 
11966 
9952 
10494 
13698 
13202 
14492 
9943 
11835 
14156 
15239 
11432 
11997 
12683 
14773 
12480 
9474 
12836 
14511 
